init,condition,domain,alpha_role,step,mean,std_across_envs,n_env,n_runs
1.0,dual_le_fixed_b,all,alpha_B,25000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,50000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,75000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,100000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,125000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,150000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,175000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,200000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,225000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,250000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,275000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,300000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,325000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,350000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,375000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,400000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,425000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,450000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,475000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,500000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,525000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,550000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,575000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,600000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,625000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,650000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,675000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,700000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,725000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,750000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,775000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,800000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,825000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,850000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,875000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,900000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,925000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,950000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,975000,1.0,0.0,15,60
1.0,dual_le_fixed_b,all,alpha_B,1000000,1.0,0.0,15,60
1.0,dual_le_fixed_b,locomotion,alpha_E,0,5.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,25000,6.568256616592407,0.3848339321339702,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,50000,7.8164137204488116,0.7928829249809862,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,75000,8.873450769318474,1.047317595809215,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,100000,9.878423002031115,1.2024860850334276,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,125000,10.884044461780125,1.3064179968131442,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,150000,11.872063928180271,1.3482055722555766,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,175000,12.801471392313639,1.353917750833243,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,200000,13.652909517288208,1.343144932263078,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,225000,14.432096110449898,1.3375317417939083,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,250000,15.145497216118706,1.3273957530847695,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,275000,15.790025817023384,1.3193473200340735,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,300000,16.365159776475693,1.311709833136105,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,325000,16.882941669887966,1.31185318013026,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,350000,17.350163009431625,1.3108200771213188,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,375000,17.765750063790215,1.3082498469682347,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,400000,18.13935947418213,1.3064442239226903,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,425000,18.471459706624348,1.3066872121181168,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,450000,18.767460187276203,1.3063029728846989,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,475000,19.031801064809162,1.3056097080719187,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,500000,19.26864438586765,1.303977541686328,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,525000,19.479335731930203,1.3038947923112478,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,550000,19.66759157180786,1.3030894603508556,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,575000,19.835306538475884,1.3037212263293505,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,600000,19.985597345564102,1.3040692550858275,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,625000,20.11956532796224,1.3040191450939351,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,650000,20.23906570010715,1.3046354397821782,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,675000,20.34538009431627,1.3049365419747447,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,700000,20.43991608089871,1.3054889067787372,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,725000,20.524651262495254,1.3057500723875726,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,750000,20.599785963694256,1.3056507029853552,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,775000,20.66722763909234,1.3057425287407498,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,800000,20.72723584704929,1.3059895741319856,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,825000,20.78091197543674,1.3063035047575413,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,850000,20.82850954267714,1.3065472755538556,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,875000,20.870670371585422,1.3069536209270118,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,900000,20.908376746707493,1.3071200418823896,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,925000,20.94206910663181,1.3070319028315047,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,950000,20.97217739952935,1.307283063271535,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,975000,20.998858610788982,1.3073446240603552,9,36
1.0,dual_le_fixed_b,locomotion,alpha_E,1000000,21.0226714875963,1.3075315310660753,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,0,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,25000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,50000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,75000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,100000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,125000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,150000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,175000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,200000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,225000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,250000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,275000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,300000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,325000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,350000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,375000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,400000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,425000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,450000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,475000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,500000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,525000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,550000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,575000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,600000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,625000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,650000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,675000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,700000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,725000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,750000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,775000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,800000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,825000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,850000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,875000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,900000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,925000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,950000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,975000,1.0,0.0,9,36
1.0,dual_le_fixed_b,locomotion,alpha_B,1000000,1.0,0.0,9,36
1.0,dual_le_fixed_b,antmaze,alpha_E,0,5.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,25000,5.249101976553599,0.036187684138369355,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,50000,5.478908757368724,0.07233543541304531,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,75000,5.665418783823649,0.10967620375361217,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,100000,5.833716909090678,0.1441001859859001,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,125000,5.995809594790141,0.16979356659705358,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,150000,6.145075460275014,0.18391139260546185,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,175000,6.286598006884257,0.1948611126411945,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,200000,6.413072943687439,0.2017192695929202,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,225000,6.526997864246368,0.20801020369261433,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,250000,6.630863746007283,0.21454238113765256,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,275000,6.721190631389618,0.22207063826860282,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,300000,6.804675281047821,0.22837502847353777,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,325000,6.87651652097702,0.23266584794903558,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,350000,6.940578798453013,0.2364606918432807,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,375000,6.999488254388173,0.24107507428236552,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,400000,7.051252086957295,0.2448628944408205,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,425000,7.098505318164825,0.24914621594950492,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,450000,7.13985941807429,0.25315266347290244,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,475000,7.1763105392456055,0.2558038207497332,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,500000,7.209334035714467,0.25875145101516817,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,525000,7.238634347915649,0.2617058884795164,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,550000,7.264652669429779,0.26380864658482345,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,575000,7.287927428881328,0.2659578638701599,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,600000,7.308456798394521,0.26814125930180666,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,625000,7.326489349206288,0.26987418913699884,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,650000,7.342969497044881,0.27157229162065993,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,675000,7.357597668965657,0.27316521355992596,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,700000,7.370516101519267,0.274650040146841,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,725000,7.382099390029907,0.27581001917583287,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,750000,7.3922882080078125,0.2767858984463534,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,775000,7.401446878910065,0.27794125558327115,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,800000,7.409671286741893,0.2787250041430344,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,825000,7.416929324467977,0.27948335403950586,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,850000,7.423353850841522,0.2801015994968834,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,875000,7.429161429405212,0.28063248188647777,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,900000,7.43416953086853,0.28114325032709897,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,925000,7.438787778218587,0.28169678780411483,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,950000,7.4428810477256775,0.28206370172947415,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,975000,7.4465577602386475,0.28243989626157456,6,24
1.0,dual_le_fixed_b,antmaze,alpha_E,1000000,7.449830273787181,0.28281658258736964,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,0,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,25000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,50000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,75000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,100000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,125000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,150000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,175000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,200000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,225000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,250000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,275000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,300000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,325000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,350000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,375000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,400000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,425000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,450000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,475000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,500000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,525000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,550000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,575000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,600000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,625000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,650000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,675000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,700000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,725000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,750000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,775000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,800000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,825000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,850000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,875000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,900000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,925000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,950000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,975000,1.0,0.0,6,24
1.0,dual_le_fixed_b,antmaze,alpha_B,1000000,1.0,0.0,6,24
5.0,single_le,all,alpha_E,0,5.0,0.0,15,60
5.0,single_le,all,alpha_E,25000,5.669075783093771,0.4726854509805232,15,60
5.0,single_le,all,alpha_E,50000,6.240791765848796,0.9510973286629295,15,60
5.0,single_le,all,alpha_E,75000,6.767110164960226,1.3256734810923696,15,60
5.0,single_le,all,alpha_E,100000,7.286306420962016,1.6687412323884117,15,60
5.0,single_le,all,alpha_E,125000,7.812685982386271,2.0243401846533273,15,60
5.0,single_le,all,alpha_E,150000,8.334785215059917,2.3834156315849677,15,60
5.0,single_le,all,alpha_E,175000,8.829862268765767,2.7251484527956498,15,60
5.0,single_le,all,alpha_E,200000,9.289067713419596,3.0489174070058938,15,60
5.0,single_le,all,alpha_E,225000,9.70090716679891,3.338988087693066,15,60
5.0,single_le,all,alpha_E,250000,10.078405896822611,3.6104653033113547,15,60
5.0,single_le,all,alpha_E,275000,10.419244845708212,3.856668192350448,15,60
5.0,single_le,all,alpha_E,300000,10.724526842435202,4.076008869171942,15,60
5.0,single_le,all,alpha_E,325000,10.999347869555155,4.27341206378845,15,60
5.0,single_le,all,alpha_E,350000,11.244975884755453,4.454646296526975,15,60
5.0,single_le,all,alpha_E,375000,11.466533374786376,4.614928898635867,15,60
5.0,single_le,all,alpha_E,400000,11.665195099512736,4.760779434261607,15,60
5.0,single_le,all,alpha_E,425000,11.842649825414021,4.891122921155119,15,60
5.0,single_le,all,alpha_E,450000,12.000489687919616,5.008276975106725,15,60
5.0,single_le,all,alpha_E,475000,12.140996400515238,5.111953834437985,15,60
5.0,single_le,all,alpha_E,500000,12.266557327906291,5.203407309254835,15,60
5.0,single_le,all,alpha_E,525000,12.378427855173747,5.28570775749426,15,60
5.0,single_le,all,alpha_E,550000,12.480793070793151,5.360955465771964,15,60
5.0,single_le,all,alpha_E,575000,12.57022172609965,5.426707703240422,15,60
5.0,single_le,all,alpha_E,600000,12.649272052447001,5.485100957317327,15,60
5.0,single_le,all,alpha_E,625000,12.720264546076457,5.538130868108178,15,60
5.0,single_le,all,alpha_E,650000,12.78402403195699,5.585424268113455,15,60
5.0,single_le,all,alpha_E,675000,12.84080828030904,5.627552044926663,15,60
5.0,single_le,all,alpha_E,700000,12.891850288709005,5.665433461344744,15,60
5.0,single_le,all,alpha_E,725000,12.937214128176372,5.699220315446222,15,60
5.0,single_le,all,alpha_E,750000,12.977477629979452,5.7289799444791525,15,60
5.0,single_le,all,alpha_E,775000,13.013627250989279,5.7558570845408985,15,60
5.0,single_le,all,alpha_E,800000,13.04570562839508,5.779704455686098,15,60
5.0,single_le,all,alpha_E,825000,13.074487010637919,5.801263000156561,15,60
5.0,single_le,all,alpha_E,850000,13.099882793426513,5.820265169725606,15,60
5.0,single_le,all,alpha_E,875000,13.122682388623556,5.837161269784487,15,60
5.0,single_le,all,alpha_E,900000,13.142966024080913,5.852372875623488,15,60
5.0,single_le,all,alpha_E,925000,13.160978452364605,5.865815143178348,15,60
5.0,single_le,all,alpha_E,950000,13.177168027559917,5.877954838657515,15,60
5.0,single_le,all,alpha_E,975000,13.191647370656332,5.888801895774645,15,60
5.0,single_le,all,alpha_E,1000000,13.204417355855306,5.898345730753306,15,60
5.0,single_le,locomotion,alpha_E,0,5.0,0.0,9,36
5.0,single_le,locomotion,alpha_E,25000,5.675069332122803,0.44405417762450383,9,36
5.0,single_le,locomotion,alpha_E,50000,6.163974603017171,0.8463187815034358,9,36
5.0,single_le,locomotion,alpha_E,75000,6.600336538420783,1.1246371598548792,9,36
5.0,single_le,locomotion,alpha_E,100000,7.062984969880846,1.3754055515845156,9,36
5.0,single_le,locomotion,alpha_E,125000,7.552865783373515,1.6747367787805008,9,36
5.0,single_le,locomotion,alpha_E,150000,8.071217642890083,2.007910082730505,9,36
5.0,single_le,locomotion,alpha_E,175000,8.575511601236132,2.3443269815628054,9,36
5.0,single_le,locomotion,alpha_E,200000,9.041716814041138,2.664363431884465,9,36
5.0,single_le,locomotion,alpha_E,225000,9.471424248483446,2.967351823352049,9,36
5.0,single_le,locomotion,alpha_E,250000,9.859886076715258,3.240681290259433,9,36
5.0,single_le,locomotion,alpha_E,275000,10.215494937366909,3.4938032817178923,9,36
5.0,single_le,locomotion,alpha_E,300000,10.532140493392944,3.717845783689033,9,36
5.0,single_le,locomotion,alpha_E,325000,10.818659093644884,3.922157822809472,9,36
5.0,single_le,locomotion,alpha_E,350000,11.070886784129673,4.101900853752311,9,36
5.0,single_le,locomotion,alpha_E,375000,11.299252973662483,4.263145757942492,9,36
5.0,single_le,locomotion,alpha_E,400000,11.502985901302761,4.409459008925731,9,36
5.0,single_le,locomotion,alpha_E,425000,11.686473184161716,4.54026741141965,9,36
5.0,single_le,locomotion,alpha_E,450000,11.848686814308167,4.656715358326998,9,36
5.0,single_le,locomotion,alpha_E,475000,11.993216607305738,4.760697479210418,9,36
5.0,single_le,locomotion,alpha_E,500000,12.123416291342842,4.854411908264946,9,36
5.0,single_le,locomotion,alpha_E,525000,12.239800850550333,4.938112249892516,9,36
5.0,single_le,locomotion,alpha_E,550000,12.346193459298876,5.014709576693339,9,36
5.0,single_le,locomotion,alpha_E,575000,12.438497609562344,5.080848395503077,9,36
5.0,single_le,locomotion,alpha_E,600000,12.520304322242737,5.1410301038889195,9,36
5.0,single_le,locomotion,alpha_E,625000,12.594286137157017,5.194623283127376,9,36
5.0,single_le,locomotion,alpha_E,650000,12.659828106562296,5.242183608527664,9,36
5.0,single_le,locomotion,alpha_E,675000,12.718423088391622,5.284737250059074,9,36
5.0,single_le,locomotion,alpha_E,700000,12.771160973442925,5.323227208791705,9,36
5.0,single_le,locomotion,alpha_E,725000,12.818169421619839,5.357527191965835,9,36
5.0,single_le,locomotion,alpha_E,750000,12.860023882653978,5.387765966175007,9,36
5.0,single_le,locomotion,alpha_E,775000,12.897747993469238,5.415271859446269,9,36
5.0,single_le,locomotion,alpha_E,800000,12.930812901920742,5.439440242282915,9,36
5.0,single_le,locomotion,alpha_E,825000,12.960492014884949,5.461204774015055,9,36
5.0,single_le,locomotion,alpha_E,850000,12.986782828966776,5.480434297701027,9,36
5.0,single_le,locomotion,alpha_E,875000,13.010516113705105,5.497731555198384,9,36
5.0,single_le,locomotion,alpha_E,900000,13.031542632314894,5.51330984411581,9,36
5.0,single_le,locomotion,alpha_E,925000,13.050215429729885,5.527088999631793,9,36
5.0,single_le,locomotion,alpha_E,950000,13.066894994841682,5.53942660260107,9,36
5.0,single_le,locomotion,alpha_E,975000,13.08184211783939,5.550448790730399,9,36
5.0,single_le,locomotion,alpha_E,1000000,13.095026387108696,5.560125119158456,9,36
5.0,single_le,antmaze,alpha_E,0,5.0,0.0,6,24
5.0,single_le,antmaze,alpha_E,25000,5.6600854595502215,0.5125114243220605,6,24
5.0,single_le,antmaze,alpha_E,50000,6.356017510096232,1.0793302621026544,6,24
5.0,single_le,antmaze,alpha_E,75000,7.017270604769389,1.5466130494664911,6,24
5.0,single_le,antmaze,alpha_E,100000,7.621288597583771,1.9842154218393178,6,24
5.0,single_le,antmaze,alpha_E,125000,8.202416280905405,2.405123392135876,6,24
5.0,single_le,antmaze,alpha_E,150000,8.730136573314667,2.809558032429579,6,24
5.0,single_le,antmaze,alpha_E,175000,9.21138827006022,3.1748509015288193,6,24
5.0,single_le,antmaze,alpha_E,200000,9.660094062487284,3.515972182523152,6,24
5.0,single_le,antmaze,alpha_E,225000,10.045131544272104,3.803531822177871,6,24
5.0,single_le,antmaze,alpha_E,250000,10.406185626983643,4.081244970509306,6,24
5.0,single_le,antmaze,alpha_E,275000,10.724869708220163,4.326552231673163,6,24
5.0,single_le,antmaze,alpha_E,300000,11.013106365998587,4.5455756450214935,6,24
5.0,single_le,antmaze,alpha_E,325000,11.270381033420563,4.738956853598534,6,24
5.0,single_le,antmaze,alpha_E,350000,11.506109535694122,4.9252052587476225,6,24
5.0,single_le,antmaze,alpha_E,375000,11.71745397647222,5.086980339181183,6,24
5.0,single_le,antmaze,alpha_E,400000,11.908508896827698,5.234394863514456,6,24
5.0,single_le,antmaze,alpha_E,425000,12.07691478729248,5.366115870585568,6,24
5.0,single_le,antmaze,alpha_E,450000,12.228193998336792,5.485725415485631,6,24
5.0,single_le,antmaze,alpha_E,475000,12.362666090329489,5.590341986714093,6,24
5.0,single_le,antmaze,alpha_E,500000,12.481268882751465,5.680124251814668,6,24
5.0,single_le,antmaze,alpha_E,525000,12.586368362108866,5.76170737986918,6,24
5.0,single_le,antmaze,alpha_E,550000,12.682692488034567,5.836154692886565,6,24
5.0,single_le,antmaze,alpha_E,575000,12.76780790090561,5.902143123739233,6,24
5.0,single_le,antmaze,alpha_E,600000,12.842723647753397,5.958873463448677,6,24
5.0,single_le,antmaze,alpha_E,625000,12.909232159455618,6.01178447735288,6,24
5.0,single_le,antmaze,alpha_E,650000,12.970317920049032,6.059194237209699,6,24
5.0,single_le,antmaze,alpha_E,675000,13.024386068185171,6.101189665602133,6,24
5.0,single_le,antmaze,alpha_E,700000,13.072884261608124,6.138655937752864,6,24
5.0,single_le,antmaze,alpha_E,725000,13.11578118801117,6.172113935509505,6,24
5.0,single_le,antmaze,alpha_E,750000,13.153658250967661,6.201553205919251,6,24
5.0,single_le,antmaze,alpha_E,775000,13.187446137269339,6.227890330430556,6,24
5.0,single_le,antmaze,alpha_E,800000,13.218044718106588,6.251535210962703,6,24
5.0,single_le,antmaze,alpha_E,825000,13.245479504267374,6.273018722705505,6,24
5.0,single_le,antmaze,alpha_E,850000,13.26953274011612,6.291900187568378,6,24
5.0,single_le,antmaze,alpha_E,875000,13.29093180100123,6.308436499603925,6,24
5.0,single_le,antmaze,alpha_E,900000,13.31010111172994,6.323308915166567,6,24
5.0,single_le,antmaze,alpha_E,925000,13.327122986316681,6.336433724354572,6,24
5.0,single_le,antmaze,alpha_E,950000,13.342577576637268,6.348418035486738,6,24
5.0,single_le,antmaze,alpha_E,975000,13.356355249881744,6.35912983635486,6,24
